VariableName,Electricity:Facility,Gas:Facility
KeyValue,,
340,964228050.5131423,577594532.3956184
341,1079814138.0023983,744748939.633859
342,1228350615.1503108,655370862.7786833
343,1206068861.9871018,763472927.4826729
344,1131606232.6473129,492655679.0768337
345,1026877710.5800318,409733826.71010864
346,823424586.4699653,342846287.66637516
347,816375555.7123675,308674819.79186684
348,809333943.0936147,285841751.2403955
349,819118755.7772158,278956086.93342125
350,817682540.0718111,258825828.7435691
351,835958320.5877974,330721082.16581607
352,1091714980.1227987,401460447.64489836
353,1328831937.0628676,607213766.9562329
354,1316186755.7926588,549689737.9716475
355,1240961169.036248,680346466.8371785
356,1228238660.7266014,571453921.8064792
357,1153031063.234634,726183066.0561006
358,1052316316.2750207,630056403.9317521
359,977094150.3478884,774459006.0222819
360,920357410.3753843,666591578.3068123
361,933148726.6953272,820576264.5028121
362,920389375.1913108,692784570.6441541
363,933173813.8594066,841946302.729419
364,964417476.8381078,715377434.8469176
365,1065232202.6055461,887850290.1458433
366,1228467480.4366906,748885915.2056624
367,1206226371.7150066,892124786.3635294
368,1131765008.040605,625205657.2492152
369,1012314524.6798205,593379961.160383
370,823645039.2954552,542841317.3159373
371,836228749.8155975,547843152.2578968
372,823485082.1354035,424087034.06203
373,836112814.9690775,463066189.75289
374,823419564.2550837,388258178.493741
375,836160423.9864603,510907854.2669664
376,1061101824.2701646,521075546.6056488
377,1328987998.1887193,722418769.1669549
378,1316302885.0505693,639395949.0044869
379,1241144339.5560377,828669076.5669094
380,1228408624.487162,711319565.5837954
381,1153261102.277116,907744369.3370187
382,1052481979.7225392,757461177.644725
383,977354478.6595539,959594333.0044556
384,1099907305.9841938,746965940.50617
385,1112729653.0206606,930942821.0201321
386,1099937892.5076902,773556471.8645583
387,1112833399.3631544,990467277.4653236
388,1144011260.2684288,813497124.8633363
389,1334576915.698773,1003684779.5645287
390,1561146241.0896387,6583368943.814877
391,1879850034.6891532,6493097868.703642
392,3784484980.501199,4542546524.304503
393,3648411951.520655,3547510481.4883437
394,3471277413.9063535,3153191778.0411425
395,3472762511.901243,2665722586.169295
396,3293625323.613714,2724549256.408449
397,3470163273.5017424,2043011611.6271596
398,3468755891.5160036,1872871580.074061
399,3468593547.229786,1757252205.2334857
400,3706136110.4893513,1793548538.4755921
401,3423463111.1734433,2198137108.8655396
402,2706760855.956895,2800477606.2650304
403,2618818079.035948,2786931168.356682
404,2081662468.9314349,3355606886.1018434
405,1993879681.2231169,3420988380.5877104
406,1257685053.705106,15701730.18588363
407,1079971915.0669534,7887086.225408657
408,1035972003.932444,7886192.484097837
409,1035972011.7771413,7886636.798795226
410,1035972009.7355744,15701249.333064295
411,1038790997.6364326,18229346.970172472
412,1085612545.753494,30660072.92259447
413,1264752043.7144167,52204757.53101832
414,1547978445.517733,4348070372.645874
415,1870059251.7850025,4527300118.135496
416,3778398696.656014,2749791807.38599
417,3645653166.908055,2393890158.6349726
418,3469271432.0440226,2135730003.766873
419,3469063741.4401,1983455350.667764
420,3289965778.66209,2257901213.4689207
421,3469269358.6454916,2167415136.5795555
422,3469276454.44044,2169187381.9110355
423,3469483350.323033,2301632511.4147534
424,3707120988.135405,2372946073.441942
425,3424052872.185445,2479859633.6012855
426,2706744084.7214165,2718003488.5079226
427,2618816951.202373,2738285947.8541584
428,2081203274.5249696,3191855720.709018
429,1993316277.0306537,3234831060.9224515
430,1257685052.95471,15701367.17460046
431,1079971915.5339,7886649.999780778
432,1035972011.5727435,7887109.372978576
433,1038793349.720088,28323517.00601545
434,1041619085.813018,36623909.24367792
435,1043045254.6413442,54983183.648682185
436,1085637158.8987567,51255443.92150809
437,1264788390.3887048,83133415.86135392
438,1547400582.4270036,4123383206.9743457
439,1869861067.3922355,4510422986.398255
440,3779154440.944051,3158528569.1019135
441,3646791199.793648,3021990957.9176683
442,3470477524.5736732,2850232022.12878
443,3470217738.345253,2709616857.7727876
444,3290925865.065182,2809644173.5114923
445,3470084487.1162243,2628610262.4705987
446,3470048457.674768,2597861749.084889
447,3470022390.953597,2584628606.7079096
448,3707641816.574718,2654700662.386657
449,3424876205.0970273,2922299846.9686623
450,2707910114.041515,3306457923.893656
451,2620241376.111764,3445092498.9398146
452,2082555338.2825348,3730420643.56095
453,1995398142.6236174,4129144966.988487
454,1257685051.5345445,7886790.862452076
455,1084218343.5998473,32969284.244728003
456,1041674247.4169462,74978933.81523158
457,1043118587.70002,95294482.31372045
458,1106588095.6162121,450681221.09016496
459,1099669200.574052,561783450.9514858
460,1156650593.4062624,849709331.6437186
461,1321770206.7721019,815573756.8802333
462,1553446323.8195407,5357527219.679485
463,1878618986.6576595,7305609310.023617
464,3786366235.206891,5687622018.595369
465,3652821341.5264874,5207465779.218191
466,3475300315.940954,4722048666.247311
467,3474119296.494356,4330614001.086817
468,3294259094.943379,4201997654.392621
469,3472772160.5832286,3650504982.2690177
470,3472166557.3742094,3322710991.5148234
471,3471940800.0718584,3199904400.7206893
472,3710088955.0703754,3604565750.0425844
473,3428044259.615585,4194873308.5607414
474,2711538380.7680035,4662749405.990026
475,2624224757.695796,4869814080.122172
476,2087042960.1531372,5263361685.620741
477,2000028077.3107855,5599734220.278564
478,1260517431.9810572,29957428.808261577
479,1085672580.6465778,55615876.03727877
480,906066841.7047751,312342217.62894505
481,932983767.2839338,600359079.1332123
482,920540912.767226,742906422.4880605
483,933352082.3418206,872244731.1526507
484,964825614.9225737,889962493.1505239
485,1073009838.4374198,993893721.97166
486,1563948658.5851817,5618839108.797003
487,1489621976.6933434,7490974182.519129
488,2351763111.576008,6260573350.738497
489,2218082238.962738,5724704296.359919
490,2040646288.0363882,5170650337.29806
491,2039353335.4148388,4647422579.878678
492,2038387161.881345,4307516307.691017
493,2037935196.0292366,4189052910.1662283
494,1142556308.4553595,5081994801.137833
495,1142920044.5327377,5212392225.798259
496,1381105919.1977067,5484300296.804841
497,1368569226.8013797,5997067301.096405
498,1254665617.6636498,23585565.513962157
499,1170216983.7465346,49448917.409393705
500,1213975859.8244472,282638688.1022138
501,1138790809.0769172,488990026.80578256
502,1066488347.6756072,748560359.2434459
503,963102196.6933782,755142264.7715908
504,971736414.7145778,943498952.9089892
505,919389495.9088713,886580487.1579971
506,935027739.1295774,1017066549.7428119
507,919569059.8083864,952449564.7887058
508,979196949.646289,1086374503.2987685
509,1055246559.2340363,1044380073.0858955
510,1248458036.8452072,1168184135.6199408
511,1166035629.264628,1060916642.9020091
512,1147966694.152164,1075986613.0648234
513,998760100.4472437,801260519.1277672
514,838009771.6811016,711675802.3381974
515,822399815.3546122,572904720.2524282
516,837862729.3150182,643118442.9115063
517,822218897.8646604,481690416.46212983
518,837510004.8094859,423700025.95982826
519,822007426.1502502,344293036.1137508
520,1075060348.0089114,463532597.65793675
521,1314753338.5991251,515591048.6486791
522,1330300477.8713827,634254656.0433238
523,1226836251.530619,574890477.6956052
524,1242382352.2314959,690603915.8160912
525,1138924127.0971398,645232938.5167593
526,1066475478.7522553,766221131.3035583
527,962982631.1476963,689853311.9628226
528,1113894310.1316223,763221188.9463817
529,1098369441.1103415,666075908.0383254
530,1113916935.6904428,798516375.5550393
531,1098444675.0517926,724393571.1236554
532,1158021193.7950506,859780950.2297827
533,1342425065.946352,795996725.2545755
534,1560596997.9963613,6527271724.75657
535,1848862095.8730907,6344600114.208439
536,3782909868.93351,4318500874.271432
537,3648055872.8659,3593022736.5279655
538,3471572038.189494,3406663987.702873
539,3471259683.0669017,3260497241.7711115
540,3292322910.8524065,3413667339.5511518
541,3472017792.2055387,2801235010.0449343
542,3470409613.3935385,2678713628.204018
543,3470383117.37165,2660502597.1074495
544,3708122566.0216517,2785088246.6951303
545,3425575127.8219695,3262874360.6763377
546,2709164851.984372,4001584849.864161
547,2621504688.0367727,4142827588.8186045
548,2084488551.3648415,4722555323.0816555
549,1996754487.3698428,4806524517.150756
550,1257685070.0252151,7887057.456077846
551,1081385144.6378193,22566971.815004177
552,1043038187.4402797,43082187.13151004
553,1041668912.7207035,64165292.72594415
554,1082499349.0143566,237940405.3534796
555,1112244898.0533392,528669428.2868408
556,1143691506.5112438,585922977.6784781
557,1334346497.6098893,845283285.7251197
558,1554902112.9125862,5726555476.30412
559,1847743707.5551267,7327324005.430926
560,3785135104.9252367,5478007619.620336
561,3651334216.5289073,4809520252.101311
562,3473897061.345503,4269338230.4021716
563,3473157666.200807,3993175757.491756
564,3293652750.6253414,3999895761.534181
565,3472467504.062435,3701952582.33558
566,3471928799.898337,3466472789.918955
567,3471392619.7289214,3248008753.9913273
568,3708714296.581111,3189014527.365
569,3425996688.5861626,3462303297.3454895
570,2709711232.2620687,4106189172.1011987
571,2623231050.7709785,4683066877.891268
572,2087213794.9594388,5586564362.599181
573,2000536278.755403,5976624089.012514
574,1260514833.4406383,21154751.754465163
575,1113868528.3984106,183618335.4686225
576,1099723267.0411155,535860303.6367202
577,1112774434.898951,907638558.2876949
578,1100411902.5788507,1011762936.8907111
579,1117338751.2866974,1254288750.3313863
580,1151871891.5554223,1258149005.2537751
581,1341770409.9894838,1551085939.7271054
582,1560539841.4704971,6355973184.01351
583,1859140851.7251782,9423725021.782404
584,3795244594.410342,7514805732.794831
585,3660383453.2753334,6751638903.5780735
586,3482403834.3873086,6385742970.271184
587,3480557475.0422487,6026962337.663483
588,3300268922.036636,5926400339.599967
589,3478259036.323615,5464260018.194177
590,3476824577.481882,4854613216.010183
591,3476669266.046863,4809428327.300913
592,3683857338.204541,5073986111.411064
593,3431924035.839961,5369491418.230788
594,2714857868.007858,5622678430.07916
595,2626835007.3987093,5624410269.646088
596,2089451022.53998,6124595240.4366665
597,2001773651.0379481,6249413606.158908
598,1261238717.637876,39491985.27036134
599,1113975944.0057118,226141627.18771228
600,1099846641.223038,596475309.2329453
601,1113068094.3917878,1032172329.8507444
602,1105912811.355678,1016153362.6597694
603,1120693153.5543454,1399771494.1465986
604,1150655553.5440328,1243301675.4063926
605,1343387574.0357022,1627410773.3516035
606,1560340850.5353503,6307615287.635429
607,1859707542.7549314,9501185265.183985
608,3795308841.389004,7522831240.124967
609,3659427008.363723,6671132947.72454
610,3479679523.0891323,5874635583.652587
611,3477173416.3357596,5282044190.354779
612,3296503155.256967,4988463787.184099
613,3474370401.3934975,4376404100.155512
614,3474029324.7771735,4290865926.4717956
615,3473822667.4516797,4190471684.800014
616,3680666509.329552,4240835503.6761117
617,3428992602.00258,4588025360.392418
618,2712019677.9931326,4879698811.410197
619,2624152362.6994753,4933724402.820112
620,2086900119.9436595,5491436789.543088
621,1999496927.7099159,5698781389.396452
622,1261230824.7947183,29805328.131693803
623,1128046562.141201,296973656.04626894
624,1099927294.947365,686071314.3353075
625,1116420661.0979476,1067144181.6187208
626,1106192699.363579,1168737042.3318524
627,1120558475.2237902,1338674154.9539006
628,1151225448.3716583,1456486914.9811518
629,1342967157.4466808,1493999311.4018877
630,1561568938.9797611,6467320044.306549
631,1856599241.0087357,8999419340.80422
632,3791310845.3689017,6537456151.086591
633,3656668917.96608,5681155424.938203
634,3478745591.3870077,5285105112.622784
635,3478258192.388139,4944016170.1178055
636,3301092535.566179,4683799310.450331
637,3481154074.1253114,4222465626.5239105
638,3476272532.445301,3928975642.404499
639,3473698896.405636,3763164213.701432
640,3680785407.2464986,3975277815.3547754
641,3429476228.161407,4538900423.134595
642,2712858842.5758543,4992006972.32234
643,2624999420.1871004,5048789547.228927
644,2087471092.1964831,5497004198.069597
645,1999771780.0059698,5646320449.126848
646,1260513370.9741518,20707609.50648484
647,1085657720.741097,49541365.54822611
648,906012293.6316478,292036501.9783637
649,932902485.2570286,544031790.9245951
650,920449774.119015,679350845.9363126
651,933269625.3183651,845548532.6132302
652,964674460.3274611,820638898.2140802
653,1065426200.9983953,911853678.3807322
654,1554745605.1781294,5661315369.503024
655,1485415578.043585,6122709178.207855
656,2347507894.1281395,4836235917.632448
657,2213766819.5789413,4201570382.3204403
658,2036615532.9253824,3702787795.5301805
659,2035981075.9153297,3394603719.7079663
660,2035762129.8064237,3315602937.1015606
661,2035944683.7615905,3428674134.797208
662,1141243921.3119848,4567897971.181064
663,1142425417.0480258,5019473541.189917
664,1350186713.5902395,5409805240.600397
665,1367922530.5770977,5734887478.052098
666,1253255080.3252363,16640405.513082452
667,1171636736.155323,60153887.300980546
668,1238042708.0913014,489865690.17403746
669,1140424576.2963102,681703166.4642208
670,1066376702.9409173,1057859724.2543626
671,971364024.49277,959767250.8255132
672,939492793.0510546,1275586515.4576342
673,927996694.1643299,1072786899.237253
674,940040369.3460163,1427328814.896112
675,928348696.327416,1188035457.5081618
676,984466524.5496268,1571106809.6319566
677,1060861483.5615852,1384183317.3165562
678,1249374259.6962886,1840092864.7472572
679,1171619634.849799,1549752693.6183689
680,1153089787.2158108,1891436260.5250814
681,1008822284.7987919,1512820538.2886481
682,844618326.899741,1742395211.4911673
683,832086663.9937217,1246342721.682403
684,843585428.9420931,1290399972.9906788
685,831778045.3703439,1053562473.3718034
686,843371533.9468113,1206414717.1356578
687,831750316.6525404,1035559374.2129519
688,1050802509.6499397,1539988148.3963807
689,1325398003.249594,1578814859.9957917
690,1338102073.4162743,2069865126.337362
691,1238170722.0179927,1813931445.456729
692,1250994449.7319982,2308480866.7537975
693,1150879551.2481613,2015076048.9973574
694,1075836079.3762681,2496092620.3993926
695,975487305.0257957,2165945631.3814573
696,1123920726.578412,2638053356.003343
697,1111610987.6578064,2334372667.176375
698,1125073918.1277044,2856497639.328858
699,1112606251.1203966,2528281644.535112
700,1170259840.1110933,3058553689.0261126
701,1335128887.3364844,2674874643.3895946
702,1573159103.905088,7481211725.035713
703,1878209522.4972544,12204997693.249758
704,3821174406.583561,12107168993.464273
705,3687409835.679692,11693827061.509872
706,3505855605.4974575,10877156809.636932
707,3502486276.9025345,10221390320.730717
708,3322645208.5371127,10166816291.286726
709,3498742065.6694455,9255240357.024857
710,3496453779.022649,8846288910.546326
711,3495095369.452095,8621375598.725351
712,3701362136.6447787,8515290577.977212
713,3449783012.804199,8825362526.619652
714,2734421906.96274,9451139099.107553
715,2647037943.831777,9498331137.657536
716,2111248199.5176072,10040738673.947994
717,2023904818.270645,10105950670.712496
718,1315154589.9357781,685634509.9769323
719,1166821979.7986119,1653753911.4433663
720,1107167791.566917,1844181127.8154547
721,1124119743.356995,1963186429.8155847
722,1108080689.7965186,2041060919.2188957
723,1124996723.8418353,2202123185.5383706
724,1152788419.1649425,2195526945.276225
725,1347417743.4926405,2402269471.9639297
726,1572272502.8999507,7469331475.292257
727,1878209536.1892388,12021804915.522608
728,3811511310.840049,10299415930.06614
729,3675421228.9222493,9346532699.080267
730,3495226308.869227,8587163430.256905
731,3491378381.602455,7950698884.145416
732,3309454316.0257835,7705984311.726915
733,3485840685.8602543,6999649217.795944
734,3484832035.342046,6798940914.280364
735,3484156637.8720775,6673562051.175343
736,3690187373.246368,6562361557.534165
737,3437561584.2031317,6650806874.374176
738,2720900590.2040424,7205708545.047632
