VariableName,Electricity:Facility,Gas:Facility
KeyValue,,
229,-0.7598896538535378,-0.9765613565922534
230,-0.7334947684309159,-0.9492238782194974
231,-0.6689854940315141,-0.9117758860594344
232,-0.6020067450652675,-0.20705532339206378
233,-0.5015649571764093,-0.04011125669884663
234,0.09195222142845272,-0.3505785517646832
235,0.050514506129780035,-0.445619235814107
236,-0.004367655801942981,-0.47797064144541945
237,-0.00350295718846749,-0.5304054550449071
238,-0.05847140668537398,-0.55693996001836
239,-0.002337711008924882,-0.623022557205032
240,-0.0034528154679378514,-0.6855624642242915
241,-0.004991813991512381,-0.691501409343938
242,0.07833951446391274,-0.6633478604406791
243,-0.01920965631961491,-0.616572954982399
244,-0.24228031529748795,-0.548356822551857
245,-0.26954847265587756,-0.5161170654131104
246,-0.43679548333461926,-0.45505456886445494
247,-0.4640719121953547,-0.4332636616672447
248,-0.6931603461349094,-0.9987194098941268
249,-0.7484491060378509,-0.9987194637361962
250,-0.7608202187456443,-0.9941987345008241
251,-0.7599352783400641,-0.9910282237734434
252,-0.7603716223879053,-0.9909803455201243
253,-0.7599169668443256,-0.9830712480453203
254,-0.746669176394148,-0.986121991757881
255,-0.690913515111738,-0.9750420449728152
256,-0.6031932330873846,-0.39961586160675266
257,-0.5025472442822482,-0.23316947234654306
258,0.09149159337117352,-0.4366276700164953
259,0.05005667992558904,-0.5291870134258503
260,-0.004990702811081162,-0.6163175686314062
261,-0.005171104869572174,-0.6736985736360601
262,-0.060994840740761676,-0.6744933184781678
263,-0.004668246366708041,-0.7296545566086247
264,-0.004662881436848343,-0.777978759958774
265,-0.005423328747182541,-0.7842596683459625
266,0.07804579119502963,-0.7519977738656215
267,-0.019549484705493777,-0.7180655027599143
268,-0.24270993406867483,-0.6701013138173391
269,-0.2700494597451988,-0.6572381864712018
270,-0.43739460763083043,-0.6169071337365579
271,-0.46472911781139037,-0.6061567178598781
272,-0.6931603455253027,-0.9987194447324151
273,-0.7484491057347098,-0.99871938321074
274,-0.7621380219485172,-0.9974390111866434
